text,label_sexist
"['gabyillanes', 'i', 'realise', 'that', 'the', 'hysteric', 'be', 'the', 'liberal', 'then', 'the', 'feminist', 'follow', 'him']",1
"['congratulation', 'tosandrasabates', 'cima', 'tv', 'prize', 'from', 'the', 'association', 'of', 'cinematographic', 'and', 'audiovisual', 'medium', 'woman', 'for']",0
"['i', 'wish', 'i', 'have', 'fiveyearold', 'to', 'send', 'him', 'to', 'the', 'kitchen', 'for', 'chocolate']",0
"['davidlh', 'there', 'be', 'also', 'legging', 'that', 'come', 'back', 'to', 'scrub', 'et']",0
"['feminist', 'do', 'not', 'hate', 'the', 'woman', 'educate', 'healthy', 'flirtate', 'and', 'lady', 'sister', 'we', 'do', 'not', 'hate', 'the']",0
"['sajucsgo', 'do', 'you', 'just', 'want', 'him', 'for', 'the', 'money']",1
"['ignaciopena', 'i', 'see', 'murder', 'woman', 'should', 'not', 'have', 'the', 'option', 'of', 'abort', 'a', 'much', 'a', 'they', 'say', 'that']",0
"['camecanela', 'uy', 'but', 'what', 'shame', 'today', 'woman', 'for', 'heaven', 'sake', 'jesus', 'will', 'not', 'forgive', 'these', 'kind', 'of', 'act', 'recovers']",1
"['hell', 'it', 'happens', 'to', 'the', 'woman', 'of', 'today', 'who', 'be', 'beautiful', 'and', 'i', 'be', 'dirty', 'pig', 'this', 'be', 'not', 'balance']",0
"['she', 'stood', 'up', 'like', 'woman', 'but', 'she', 'cry', 'like', 'girl']",0
"['how', 'woman', 'can', 'do', 'abortion', 'my', 'god', 'make', 'want', 'to', 'study', 'right', 'lawyer', 'like', 'that']",0
"['go', 'away', 'with', 'this', 'game', 'and', 'suddenly', 'i', 'hear', 'nelly', 'furtados', 'motherinlaw', 'sing', 'in', 'the', 'air', 'but', 'like']",0
"['i', 'hate', 'misogyny', 'more', 'than', 'i', 'hate', 'woman']",1
"['what', 'mess', 'this', 'flower', 'be', 'in', 'love', 'jajaj']",0
"['and', 'so', 'you', 'be', 'work', 'at', 'home', 'on', 'the', 'ground', 'it', 'be', 'the', 'annoyance', 'to', 'walk', 'in', 'your', 'day', 'so', 'men', 'stop', 'this']",0
"['ryukenblade', 'eltigredenaniwa', 'behindtgames', 'by', 'the', 'way', 'the', 'stupid', 'little', 'girl', 'at', 'the', 'end', 'do', 'review', 'of', 'wolfenstein']",1
"['hlypachuka', 'i', 'be', 'sick', 'of', 'all', 'your', 'misfortune', 'and', 'you', 'have', 'not', 'give', 'the', 'kind', 'of', 'respect', 'girlat']",0
"['it', 'be', 'softer', 'than', 'mother', 'day']",1
"['carmenmemarin', 'franliza', 'imperiumdefendi', 'iunida', 'that', 'mouthful', 'of', 'french', 'fox']",1
"['lot', 'of', 'feminism', 'but', 'you', 'be', 'hiding', 'the', 'video', 'of', 'suso', 'a', 'bloody', 'sexist', 'and', 'go', 'and', 'tell', 'the', 'story', 'somewhere', 'else', 'ghvipgala']",1
"['because', 'the', 'film', 'in', 'which', 'animal', 'come', 'out', 'always', 'have', 'something', 'happen', 'to', 'them', 'and', 'i', 'cry', 'like', 'girl', 'passing', 'by']",0
"['it', 'be', 'inevitable', 'that', 'it', 'be', 'bad', 'when', 'you', 'be', 'in', 'your', 'day', 'when', 'everything', 'hurt']",0
"['i', 'have', 'always', 'be', 'label', 'a', 'strong', 'and', 'brave', 'woman', 'above', 'all', 'and', 'i', 'believe', 'that', 'today', 'the', 'strong', 'woman', 'let', 'her', 'side']",0
"['it', 'be', 'enough', 'for', 'to', 'look', 'for', 'the', 'monk', 'and', 'i', 'be', 'told', 'if', 'you', 'be', 'go', 'to', 'do', 'the', 'mo']",0
"['those', 'programme', 'that', 'change', 'the', 'look', 'to', 'woman', 'should', 'not', 'exist', 'but', 'they', 'all', 'end', 'up', 'watch']",0
"['agusstulian', 'that', 'baby', 'be', 'i', 'block', 'it', 'because', 'i', 'be', 'always', 'attack', 'him', 'with', 'comment', 'and', 'be', 'tell']",1
"['what', 'relief', 'for', 'people', 'who', 'devote', 'themselves', 'to', 'cooking']",0
"['when', 'you', 'be', 'told', 'to', 'wash', 'the', 'glass']",0
"['girl', 'be', 'like', 'girl', 'take', 'care', 'of', 'her', 'indulge', 'her', 'and', 'above', 'all', 'give', 'her', 'lot', 'of', 'love']",1
"['nekra', 'gorgeous', 'girl', 'be', 'make', 'of', 'jajajajaaa', 'almost', 'half', 'last', 'night', 'already', 'the', 'flower', 'if', 'you', 'notice']",1
"['linasanchezcast', 'pulzo', 'to', 'be', 'woman', 'it', 'be', 'quite', 'ugly', 'pdta', 'urgente', 'makeup', 'class']",1
"['silbetreny', 'dan', 'want', 'to', 'get', 'wet', 'in', 'the', 'kitchen']",0
"['plebe', 'in', 'fact', 'when', 'you', 'fall', 'in', 'love', 'you', 'be', 'wan', 'with', 'pure', 'gourd', 'on', 'holiday', 'so', 'that', 'you', 'do', 'not', 'affect', 'your', 'life', 'to']",0
"['do', 'you', 'know', 'the', 'bad', 'thing', 'about', 'everything', 'how', 'alone', 'i', 'feel', 'and', 'i', 'be', 'closing', 'in', 'on', 'my', 'piece', 'to', 'cry', 'because', 'i', 'do', 'not', 'understand', 'i', 'do', 'not', 'understand']",0
"['edi_hermida', 'mujer', 'trans', 'be', 'the', 'person', 'who', 'change', 'something', 'from', 'her', 'body', 'to', 'be', 'woman', 'such', 'a', 'make', 'lolas', 'be', 'woman', 'on', 'daily', 'basis']",0
"['anacoreta_wc', 'senseidiino', 'yeimisariel', 'in', 'many', 'case', 'this', 'be', 'the', 'case', 'it', 'be', 'sad', 'but', 'we', 'have', 'to', 'recognise', 'it']",0
"['how', 'be', 'monday', 'go', 'to', 'be', 'fitness', 'girl']",0
"['teo_herosa', 'do', 'you', 'just', 'want', 'him', 'for', 'the', 'money']",1
"['bizarri', 'what', 'she', 'want', 'be', 'irrelevant', 'if', 'i', 'say', 'to', 'girl', 'after', 'do', 'something', 'wrong', 'you', 'have', 'wife', 'who', 'have']",0
"['purpuranting', 'cache', 'in', 'the', 'tremendous', 'lagarton', 'network']",1
"['i', 'have', 'be', 'single', 'for', 'long', 'time', 'c', 'but', 'woman', 'today', 'only', 'want', 'sex', 'and', 'i', 'want', 'stable', 'relationship']",1
"['we', 'must', 'show', 'solidarity', 'with', 'each', 'other', 'who', 'be', 'victim', 'of', 'the', 'patriarchy', 'lot', 'of', 'feminism', 'but', 'when', 'it', 'come', 'to', 'see', 'it']",1
"['cgerardflores', 'mamaste', 'already', 'be', 'wash', 'everywhere']",0
"['what', 'bad', 'thing', 'it', 'be', 'to', 'get', 'wet', 'after', 'lunch', 'when', 'you', 'want', 'to', 'throw', 'yourself', 'out', 'in', 'the', 'middle', 'of', 'the', 'panacea', 'upwards', 'on', 'the', 'other', 'hand']",0
"['what', 'need', 'to', 'be', 'do', 'to', 'be', 'video', 'girl', 'yahoo', 'answer', 'antoniojsmazue']",0
"['guerreroscol', 'canalcolombia', 'uyyy', 'that', 'dahian', 'be', 'contempt', 'for', 'the', 'programme', 'but', 'above', 'all', 'for', 'woman']",0
"['bcvs', 'ja', 'ja', 'ja', 'ja', 'ja', 'ja', 'ja', 'mujer', 'guillo', 'well', 'escape', 'from', 'here', 'fast']",1
"['ginesggartia', 'your', 'religion', 'be', 'hatred', 'of', 'woman']",0
"['tobiii_bj', 'longer', 'respect', 'the', 'woman', 'of', 'today', 'day']",1
"['i', 'have', 'go', 'to', 'the', 'kitchen', 'and', 'there', 'be', 'glass', 'of', 'those', 'patillagaras', 'so', 'there', 'be', 'nothing', 'to', 'be', 'ashamed', 'of']",0
"['the', 'announcement', 'of', 'woman', 'secret', 'would', 'be', 'perfect', 'if', 'it', 'do', 'not', 'start', 'with', 'how', 'do', 'you', 'dress', 'to', 'sleep', 'i', 'kind', 'of', 'boy']",0
"['a', 'woman', 'with', 'great', 'quality', 'and', 'loyal', 'and', 'commit', 'worker', 'she', 'be', 'remember', 'a', 'madeleine']",0
"['every', 'time', 'i', 'write', 'about', 'feminism', 'i', 'get', 'small', 'i', 'get', 'thousand', 'doubt', 'and', 'i', 'need', 'feminism', 'more', 'than', 'ever']",0
"['today', 'i', 'be', 'walk', 'through', 'gurruchaga', 'and', 'man', 'say', 'to', 'his', 'wife', 'you', 'look', 'like', 'cabaret', 'whore']",1
"['i', 'do', 'not', 'see', 'her', 'a', 'yearold', 'girl', 'to', 'she', 'be', 'the', 'person', 'who', 'kill', 'my', 'father', 'of', 'the', 'baby', 'who', 'die', 'in', 'wiscons']",0
"['onafide', 'i', 'have', 'never', 'say', 'that', 'lot', 'of', 'feminism', 'but', 'you', 'can', 'not', 'define', 'subject', 'you', 'can', 'not', 'say', 'where', 'it', 'come', 'from', 'in']",1
"['that', 'be', 'the', 'cake', 'that', 'an', 'arab', 'take', 'after', 'insult', 'woman', 'and', 'scupper', 'on', 'the', 'ground', 'derogatoryly']",0
"['we', 'arethe', 'hearing', 'saavedrists', 'and', 'koalists', 'let', 'u', 'take', 'this', 'girl', 'who', 'finally', 'say', 'something', 'coherent']",0
"['julioaliagal', 'nancyvago', 'really', 'the', 'first', 'time', 'i', 'saw', 'her', 'be', 'in', 'channel', 'debate', 'the', 'girl', 'be', 'have', 'fun']",0
"['ximodelirio', 'jajajajaja', 'the', 'say', 'woman', 'behind', 'the', 'wheel', 'constant', 'danger', 'be', 'also', 'justified']",1
"['claudioxgg', 'i', 'have', 'never', 'see', 'you', 'complain', 'about', 'the', 'death', 'of', 'epn', 'and', 'fecal', 'the', 'miss', 'because', 'mexico', 'be']",0
"['luacue', 'jorgomezpinilla', 'in', 'the', 'popular', 'jargon', 'the', 'meaning', 'give', 'to', 'that', 'word', 'be', 'uneducated', 'person', 'gr']",0
"['laufer', 'be', 'scoot', 'a', 'jury', 'for', 'showmatch', 'cuervotinelli', 'think', 'about', 'replacement', 'they', 'can', 'also', 's']",1
"['carmenadalazo', 'hi', 'what', 'be', 'your', 'position', 'on', 'the', 'imelda', 'case', 'i', 'see', 'that', 'one', 'of', 'the', 'pillar', 'of', 'your', 'speech', 'be', 'and']",0
"['i', 'have', 'blue', 'colour', 'of', 'my', 'soul', 'and', 'the', 'way', 'to', 'sleep', 'to', 'think', 'like', 'we', 'feminist', 'bye']",0
"['we', 'invite', 'you', 'to', 'read', 'our', 'section', 'of', 'woman', 'review', 'at', 'the', 'wheel', 'the', 'story', 'of', 'judith', 'vega']",0
"['lquetzalcoatl', 'mtzmario', 'maestra_elena_', 'lolismallass']",1
"['acrossamaia', 'look', 'like', 'godbreathing', 'witch']",0
"['actualidadrts', 'account', 'be', 'take', 'without', 'in', 'belgium', 'austria', 'bulgaria', 'sweden', 'croatia', 'spain', 'slovenia', 'cyprus', 'slovakia', 'czech', 'republic', 'romania', 'portugal', 'poland', 'denmark', 'netherlands', 'estonia', 'malta', 'luxembourg', 'finland', 'france', 'lithuania', 'germany', 'greece', 'latvia', 'hungary', 'italy', 'ireland', 'in', 'answer', 'to', 'the', 'legal', 'order']",0
"['how', 'beautiful', 'be', 'those', 'people', 'who', 'do', 'not', 'flee', 'in', 'your', 'difficult', 'day']",0
"['woman', 'should', 'not', 'make', 'up', 'they', 'be', 'beautiful', 'with', 'the', 'simple', 'fact', 'that', 'they', 'exist']",0
"['get', 'away', 'from', 'that', 'crazy', 'wretch']",1
"['there', 'be', 'nothing', 'wrong', 'with', 'be', 'queen', 'of', 'beauty', 'model', 'the', 'actress', 'but', 'from', 'small', 'to', 'woman', 'we', 'have', 'to', 'show', 'them', 'the', 'value']",0
"['that', 'be', 'how', 'bipolar', 'woman', 'nowadays', 'be']",1
"['the', 'number', 'one', 'fox', 'intuitiondeosma', 'return']",1
"['mariana', 'that', 'bear', 'father', 'eyethat', 'be', 'what', 'happens', 'to', 'people', 'whose', 'few', 'neuron', 'use', 'them', 'to', 'speculate', 'and', 'to']",0
"['that', 'be', 'my', 'birthday', 'ayayayay', 'i', 'be', 'like', 'little', 'girl']",0
"['rhm', 'you', 'look', 'like', 'damn', 'chavist']",1
"['what', 'bear', 'to', 'the', 'woman', 'of', 'today', 'one', 'give', 'himself', 'to', 'desire', 'yet', 'and', 'all', 'be', 'wellpriced', 'in', 'this', 'way', 'one', 'can']",1
"['how', 'be', 'she', 'dress', 'i', 'be', 'certainly', 'cause', 'mmm', 'that', 'short', 'be', 'very', 'short', 'dont', 'put', 'on', 'what', 'it', 'look', 'like']",1
"['tefcarvajal', 'when', 'they', 'say', 'i', 'have', 'to', 'be', 'woman', 'behind', 'the', 'wheel', 'a', 'i', 'hate', 'it']",1
"['men', 'who', 'wear', 'tighter', 'trouser', 'than', 'woman', 'they', 'should', 'not', 'exist', 'malum']",0
"['let', 'the', 'exwife', 'of', 'my', 'friend', 'and', 'the', 'ungil', 'xq', 'suffer', 'skank']",1
"['ivanszczur', 'sevasdelagegente', 'profetaargen', 'the', 'idea', 'be', 'to', 'end', 'these', 'preestablished', 'guideline', 'so', 'that', 'you', 'can', 'choose']",0
"['mnanoticies', 'josemar', 'ignorant', 'girl', 'and', 'fatherre', 'more']",0
"['a', 'natural', 'a', 'woman', 'on', 'first', 'date']",0
"['it', 'be', 'lack', 'of', 'respect', 'for', 'woman', 'in', 'beauty', 'contest', 'such', 'a', 'miss', 'universe', 'and', 'miss', 'world', 'to', 'allow']",0
"['lot', 'of', 'feminism', 'but', 'discrimination', 'against', 'woman']",1
"['i', 'be', 'very', 'healthy', 'for', 'woman', 'today']",1
"['for', 'those', 'who', 'say', 'that', 'woman', 'should', 'not', 'play', 'the', 'loll', 'saber', 'in', 'the', 'puta', 'boca', 'dado']",0
"['they', 'be', 'fat', 'they', 'stop', 'swallow', 'they', 'be', 'single', 'nobody', 'want', 'it', 'they', 'have', 'new']",0
"['raquelsastrecom', 'i', 'should', 'worry', 'this', 'lady', 'about', 'those', 'parent', 'who', 'in', 'front', 'of', 'their', 'child', 'talk', 'about', 'black', 'mo']",1
"['come', 'back', 'my', 'life', 'come', 'back', 'i', 'want', 'to', 'be', 'the', 'refuge', 'of', 'your', 'soul', 'the', 'calm', 'in', 'your', 'day', 'of', 'despair', 'the', 'hope', 'in', 'your']",0
"['where', 'the', 'devil', 'be', 'the', 'place', 'of', 'the', 'local', 'baby', 'we', 'miss', 'you', 'appear']",0
"['salvame', 'oficial', 'ojala', 'disappears', 'right', 'now', 'because', 'this', 'be', 'the', 'pawn', 'of', 'these', 'people', 'who', 'sell', 'their', 'father', 'their']",0
"['in', 'order', 'not', 'to', 'lose', 'my', 'habit', 'i', 'have', 'to', 'complain', 'about', 'woman', 'behind', 'the', 'wheel', 'and', 'in', 'my', 'complaint', 'because', 'she', 'be', 'woman', 'i', 'complain', 'about']",0
"['misogyny', 'hate', 'of', 'womenhate', 'of', 'life']",0
"['my', 'family', 'welcome', 'so', 'well', 'and', 'my', 'brother', 'look', 'at', 'and', 'say', 'to', 'what', 'the', 'hell', 'do', 'you', 'look', 'like']",1
"['lot', 'of', 'feminism', 'but', 'the', 'leather', 'bag', 'be', 'still', 'there']",1
"['michhyuuga', 'how', 'much', 'degradation', 'of', 'value', 'what', 'today', 'woman', 'do', 'ofrecerse']",1
"['i', 'turn', 'around', 'when', 'my', 'nailstick', 'be', 'hard', 'it', 'be', 'like', 'i', 'be', 'good', 'at', 'one', 'moment', 'and', 'the', 'other', 'look', 'like', 'the', 'place', 'in', 'the', 'middle', 'of', 'it']",0
"['friend', 'of', 'mine', 'have', 'glass', 'mat', 'in', 'her', 'head', 'broken', 'and', 'she', 'have', 'to', 'make', 'seven', 'point', 'and', 'she', 'be', 'excuse', 'by']",1
"['jpedrerol', 'elchiringuitov', 'i', 'think', 'it', 'be', 'shame', 'that', 'this', 'gentleman', 'come', 'back', 'with', 'the', 'good', 'weather']",0
"['do', 'not', 'worry', 'you', 'do', 'not', 'have', 'to', 'change', 'lot', 'to', 'be', 'girl']",0
"['martincabj_', 'you', 'look', 'like', 'whore', 'who', 'skate', 'in', 'the', 'street', 'because', 'of', 'the', 'chicken', 'mango', 'you', 'make', 'chicken']",1
"['brunogili', 'the', 'truth', 'be', 'that', 'woman', 'should', 'not', 'complain', 'about', 'harassment', 'and']",0
"['you', 'deserve', 'someone', 'who', 'do', 'not', 'abandon', 'you', 'in', 'your', 'bad', 'day']",0
"['keeeeev_', 'the', 'girl', 'like', 'your', 'life', 'shepherd', 'and', 'i', 'like', 'good', 'egg', 'variety', 'cook']",1
"['normagabirela_', 'have', 'some', 'peace', 'now', 'the', 'good', 'thing', 'be', 'come', 'the', 'government', 'will', 'not', 'put', 'up', 'with', 'any', 'more', 'with', 'the', 'follow', 'sanction', 'if', 'they', 'be', 'go', 'to', 'wash', 'away']",0
"['javimatamorales', 'raulsoliseu', 'from', 'the', 'world', 'to', 'woman', 'oslo', 'and', 'georgetown', 'in', 'journalist', 'desk', 'etc', 'who']",0
"['now', 'we', 'have', 'very', 'delicate', 'skin', 'the', 'pris', 'nefarious', 'politicilla', 'which', 'change', 'morena', 'with', 'the', 'ambition', 'of', 'ga']",1
"['you', 'have', 'to', 'be', 'in', 'order', 'to', 'be', 'in', 'camber', 'with', 'all', 'those', 'people', 'who', 'dislike', 'you', 'curse']",1
"['prismacoloris', 'fizmen', 'be', 'that', 'those', 'grown', 'up', 'like', 'princess', 'believe', 'that', 'woman', 'should', 'not', 'play', 'game', 'of', 'their', 'own']",0
"['i', 'found', 'this', 'video', 'by', 'chance', 'it', 'be', 'year', 'ago', 'xq', 'female', 'i', 'say', 'that', 'it', 'be', 'one', 'of', 'the', 'video', 'that', 'recommend']",1
"['if', 'fault', 'should', 'be', 'justified', 'when', 'you', 'walk', 'in', 'your', 'day']",0
"['cesarrm', 'why', 'do', 'you', 'know', 'that', 'woman', 'today', 'be', 'bad', 'than', 'they', 'deserve']",0
"['clubeveners', 'here', 'in', 'aragon', 'i', 'be', 'rule', 'by', 'communist', 'at', 'every', 'station', 'even', 'the', 'mayor', 'of', 'the', 'people']",0
"['lourdes', 'a', 'long', 'a', 'the', 'duartes', 'start', 'a', 'sharer', 'the', 'beggar', 'be', 'appalled']",0
"['cesanz', 'conciencia', 'it', 'be', 'good', 'for', 'welcome', 'duck']",0
"['ggalex', 'in', 'my', 'day', 'say', 'you', 'have', 'to', 'be', 'for', 'drive', 'badly', 'be', 'compliment', 'this', 'sound', 'like', 'ana', 'with', 'her', 'justification']",1
"['ruizmaca_', 'ireneaguiar_', 'because', 'priori', 'people', 'be', 'not', 'go', 'down', 'the', 'window', 'and', 'say', 'to', 'u', 'you', 'have', 'to', 'be']",1
"['i', 'will', 'leave', 'this', 'behind', 'and', 'let', 'the', 'feminist', 'come', 'for']",0
"['tactica', 'patriarchal', 'to', 'turn', 'feminist', 'into', 'despicable', 'and', 'vile', 'be', 'whether', 'violent', 'bad', 'mother', 'whore']",1
"['i', 'get', 'wet', 'and', 'if', 'i', 'drop', 'plate', 'and', 'stand', 'up', 'and', 'burn', 'my', 'mother', 'to', 'death', 'then', 'reek', 'i', 'never', 'do', 'anything', 'but', 'do', 'nothing']",0
"['when', 'you', 'see', 'vehicle', 'do', 'halfweona', 'manoeuvre', 'surely', 'it', 'be', 'woman', 'behind', 'the', 'wheel', 'i', 'be', 'sorry', 'about', 'gender', 'partner']",1
"['when', 'you', 'go', 'up', 'to', 'your', 'friend', 'the', 'lobster', 'in', 'the', 'uber', 'because', 'she', 'be', 'already', 'machinate']",1
"['i', 'want', 'to', 'think', 'that', 'we', 'can', 'at', 'least', 'talk', 'about', 'it', 'today', 'without', 'people', 'be', 'frighten', 'by', 'mojigata']",0
"['i', 'dont', 'give', 'rat', 'as', 'that', 'shippingpes', 'would', 'wear', 'on', 'but', 'lot', 'of', 'feminism', 'lot', 'of', 'feminism', 'but', 'then', 'you', 'throw', 'some', 'mary', 'as', 'off']",1
"['elcommerce', 'woman', 'behind', 'the', 'wheel', 'danger', 'constant']",1
"['ricardoacebesla', 'how', 'do', 'you', 'continue', 'retweeting', 'indecent', 'ot', 'fangirls', 'that', 'in', 'five', 'year', 'will', 'end', 'up', 'go', 'and']",1
"['diosapelitoz', 'ghofficial', 'it', 'be', 'not', 'to', 'say', 'that', 'it', 'be', 'to', 'give', 'the', 'best', 'of', 'the', 'pain', 'of', 'that', 'girl']",0
"['i', 'ask', 'my', 'boyfriend', 'to', 'serve', 'cereal', 'and', 'give', 'gift', 'of', 'chocolate', 'and', 'sat', 'down']",0
"['lot', 'of', 'feminism', 'but', 'they', 'scratch', 'the', 'groom', 'at', 'the', 'friend', 'and', 'they', 'pick', 'up', 'photo', 'of', 'them', 'and', 'they', 'sing', 'them']",1
"['womenconfernando', 'woman', 'must', 'be', 'treat', 'with', 'respect', 'pleasure', 'and', 'courtesy', 'and', 'in', 'order', 'to', 'maintain']",0
"['dexamina', 'to', 'see', 'if', 'woman', 'say', 'that', 'the', 'territorial', 'unit', 'be', 'francoquit', 'it', 'be', 'and', 'that', 'be', 'the', 'point', 'to', 'woman', 'there', 'be']",1
"['womencontralaviolence', 'one', 'out', 'of', 'three', 'woman', 'in', 'the', 'world', 'suffer', 'physical', 'andor', 'sexual', 'violence', 'along']",0
"['man', 'it', 'be', 'like', 'woman', 'who', 'see', 'her', 'husband', 'slide', 'his', 'gaze', 'on', 'another', 'woman', 'they', 'be', 'already', 'alert', 'and', 'uribe', 'take', 'care', 'of', 'himself']",0
"['altairm', 'cazamariposastv', 'bueno', 'localo', 'q', 'you', 'be', 'do', 'by', 'answeringpoint', 'to', 'the', 'frequency']",1
"['magalidefelippe', 'why', 'do', 'you', 'say', 'marimacho', 'jajaj']",0
"['because', 'you', 'look', 'like', 'whore']",1
"['you', 'say', 'that', 'it', 'hit', 'like', 'girl', 'and', 'never', 'see', 'how', 'girl', 'hit']",1
"['should', 'woman', 'not', 'first', 'learn', 'to', 'walk', 'with', 'heel', 'before', 'walk', 'out', 'like', 'disabled', 'chicken']",0
"['the', 'woman', 'of', 'today', 'be', 'teach', 'you', 'how', 'to', 'want', 'to', 'be', 'release']",1
"['i', 'be', 'listen', 'to', 'an', 'old', 'say', 'that', 'today', 'woman', 'go', 'naked', 'and', 'naked', 'to', 'the', 'beach', 'and', 'that', 'it', 'be', 'all']",1
"['arevalo_martin', 'carpofficial', 'arévalo', 'stop', 'operating', 'you', 'be', 'journalist', 'you', 'just', 'look', 'like', 'whore', 'you', 'throw', 'in', 'all']",1
"['i', 'be', 'go', 'to', 'muck']",0
"['on', 'the', 'international', 'day', 'for', 'the', 'elimination', 'of', 'violence', 'against', 'woman', 'make', 'this', 'call', 'for', 'attention']",0
"['the', 'good', 'thing', 'about', 'it', 'be', 'live', 'be', 'that', 'every', 'god', 'heard', 'garó', 'miríams', 'witch', 'they', 'have', 'not', 'be', 'able', 'to', 'cut', 'it', 'in', 'edition', 'somoslaaudiencia']",0
"['beatriz_efe', 'they', 'be', 'not', 'suicide', 'they', 'happen', 'to', 'do', 'what', 'they', 'think', 'they', 'have', 'the', 'right', 'to', 'do', 'because', 'everybody', 'tell', 'them']",1
"['the', 'place', 'of', 'the', 'monologue']",0
"['femialaska', 'femialdana', 'do', 'you', 'think', 'woman', 'should', 'not', 'be', 'urologist']",0
"['woman', 'should', 'not', 'make', 'up', 'they', 'be', 'beautiful', 'with', 'the', 'simple', 'fact', 'that', 'they', 'exist']",0
"['srtabibi', 'today', 'teacher', 'say', 'in', 'my', 'class', 'lot', 'of', 'feminism', 'but', 'then', 'there', 'be', 'badly', 'treat', 'men', 'and', 'it', 'say']",1
"['in', 'tru', 'concundas', 'ana', 'colloquial', 'expression', 'can', 'be', 'homophobic', 'likemariconity', 'and', 'it', 'can', 'also', 'be', 'macho']",1
"['cgr_colombia', 'edgardo', 'maya', 'villazón', 'now', 'if', 'you', 'demand', 'that', 'the', 'ffmm', 'and', 'the', 'police', 'work', 'why', 'do', 'you', 'do', 'so', 'from', 'the', 'moment']",0
"['woman', 'at', 'the', 'wheel', 'constant', 'security', 'security']",0
"['i', 'be', 'move', 'a', 'little', 'girl']",0
"['that', 'ramis', 'know', 'well', 'than', 'anything', 'that', 'be', 'foxskinned', 'beast', 'ghvipgala']",0
"['i', 'admire', 'the', 'people', 'who', 'come', 'out', 'cold', 'i', 'be', 'lucky', 'to', 'go', 'from', 'my', 'piece', 'to', 'the', 'kitchen']",0
"['your', 'mother', 'be', 'happy', 'to', 'have', 'you', 'woman', 'must', 'be', 'respect']",0
"['mujer', 'teníías', 'ser', 'in', 'the', 'medium']",0
"['please', 'stop', 'behaving', 'like', 'that', 'a', 'rebel', 'child']",0
"['blogging', 'eldesconcierto', 'but', 'to', 'be', 'chica', 'reality', 'they', 'be', 'ask', 'more']",0
"['ayelén', 'blonde', 'whore', 'miss', 'you', 'ayeescobar']",0
"['hcbcdmx', 'ntelevisa_com', 'reporteronte', 'now', 'be', 'baker', 'a', 'well', 'a', 'belonging', 'to', 'the', 'kitchen', 'be', 'punishment', 'within', 'the']",0
"['and', 'anguish', 'in', 'your', 'day', 'the', 'choice', 'will', 'always', 'be', 'yours', 'but', 'try', 'not', 'to', 'take', 'it', 'very', 'late', 'not', 'to', 'leave']",0
"['gaydancer', 'yo_soy_asin', 'jvloct', 'that', 'show', 'good', 'spirit', 'and', 'personality', 'personally', 'for', 'all', 'they', 'have']",1
"['salvame', 'oficial', 'but', 'what', 'do', 'miriam', 'provokei', 'know', 'what', 'you', 'see', 'it', 'way', 'of', 'defend', 'itself', 'a', 'girl', 'be', 'very', 'tire']",0
"['onda', 're', 'i', 'would', 'see', 'abel', 'pinto', 'but', 'i', 'know', 'that', 'i', 'would', 'cry', 'like', 'girl', 'the', 'whole', 'recital', 'and', 'on', 'that', 'one', 'i', 'will', 'wear', 'wig', 'and', 'pop', 'it', 'on', 'my', 'back']",0
"['i', 'do', 'not', 'understand', 'how', 'woman', 'with', 'two', 'teenage', 'child', 'come', 'to', 'argentina', 'believe', 'that', 'they', 'will', 'help', 'her', 'trust', 'and']",0
"['take', 'off', 'you', 'have', 'to', 'be']",1
"['adnradiochile', 'sare', 'female', 'radicalised', 'feminist']",1
"['how', 'can', 'child', 'have', 'like', 'that']",0
"['i', 'ma', 'i', 'want', 'to', 'cut', 'myself', 'off', 'by', 'super', 'short', 'my', 'mother', 'not', 'even', 'joke', 'that', 'you', 'will', 'regret', 'afterwards']",0
"['this', 'one', 'marimacho', 'face', 'and', 'what', 'can', 'you', 'expect']",0
"['cevalparaiso', 'nicolelayana', 'soldadodaniel', 'protectovina', 'gabirel_hubre', 'jajajajajaja', 'woman', 'at', 'the', 'wheel', 'and', 'that', 'be', 'why', 'we', 'have']",1
"['lot', 'of', 'feminism', 'but', 'you', 'be', 'look', 'forward', 'to', 'catch', 'purret', 'with', 'money', 'and', 'be', 'his', 'pretty', 'wife']",1
"['elsextocrudo', 'jackass', 'version', 'woman', 'behind', 'the', 'wheel', 'and', 'beauty', 'nothing', 'good', 'be', 'go', 'to', 'come', 'out', 'of', 'that', 'local', 'head']",1
"['if', 'man', 'on', 'the', 'street', 'with', 'taxi', 'laugh', 'at', 'the', 'thoughtless', 'joke', 'of', 'put', 'woman', 'behind', 'the', 'wheel', 'on', 'why']",1
"['i', 'want', 'to', 'be', 'powerful', 'woman', 'but', 'when', 'i', 'stand', 'by', 'her', 'i', 'feel', 'like', 'weak', 'little', 'girl']",0
"['you', 'arrive', 'at', 'the', 'office', 'and', 'you', 'run', 'to', 'the', 'coffee', 'machine', 'cari', 'lent', 'you', 'eur', 'because', 'you', 'go', 'again', 'without', 'coin', 'but', 'it', 'be']",0
"['here', 'we', 'can', 'see', 'how', 'angry', 'woman', 'be', 'because', 'her', 'taught', 'her', 'reality']",0
"['woman', 'should', 'not', 'make', 'up', 'they', 'be', 'beautiful', 'with', 'the', 'simple', 'fact', 'that', 'they', 'exist']",0
