text,label
"['stop', 'smirk', 'you', 'vile', 'bitch']",1
"['cough', 'slut', 'cough']",1
"['love', 'debra', 'and', 'eva', 'and', 'sheri', 'and', 'emilie', 'such', 'beautiful', 'soul', 'will', 'sheri', 'and', 'eva', 'ever', 'kiss']",1
"['sheri', 'if', 'you', 'dont', 'swallow', 'that', 'fine', 'but', 'ill', 'drink', 'lot', 'pineapple', 'juice']",1
"['go', 'fuck', 'yourself', 'maddy', 'stupid', 'slut']",1
"['i', 'swear', 'to', 'fuckin', 'god', 'tianna', 'and', 'andre', 'be', 'the', 'bad', 'ever', 'contestant', 'she', 'be', 'such', 'little', 'bitch']",1
"['jean', 'be', 'bit', 'tight', 'tonight', 'danielle']",1
"['she', 'call', 'it', 'strategic', 'i', 'call', 'it', 'be', 'bitch']",1
"['the', 'blonde', 'will', 'get', 'through', 'cause', 'they', 'be', 'young', 'and', 'can', 'suck']",1
"['she', 'look', 'like', 'medusa', 'plus', 'that', 'ugly', 'personality', 'to', 'top', 'it', 'off']",1
"['this', 'bitch', 'right', 'to', 'talk', 'about', 'fair', 'and', 'right', 'to', 'celebrate', 'i', 'hope', 'that', 'they', 'crash', 'and', 'burn', 'they', 'dont', 'deserve', 'to', 'be', 'here']",1
"['she', 'should', 'be', 'practise', 'on', 'her', 'cooking', 'skill']",1
"['why', 'do', 'she', 'have', 'to', 'be', 'such', 'cunt']",1
"['seriously', 'crazy', 'eye', 'be', 'stay']",1
"['she', 'be', 'actually', 'bitch', 'but', 'i', 'have', 'to', 'laugh', 'at', 'her', 'response']",1
"['helena', 'be', 'such', 'an', 'awful', 'bitch']",1
"['shes', 'the', 'wicked', 'witch', 'from', 'the', 'west']",1
"['im', 'go', 'to', 'miss', 'her', 'rest', 'bitch', 'face']",1
"['kate', 'you', 'stupid', 'woman']",1
"['yet', 'another', 'student', 'settle', 'with', 'university', 'over', 'an', 'unfair', 'process', 'result', 'from', 'campus', 'sexual', 'assault', 'hearing']",0
"['you', 'make', 'many', 'baseless', 'assumption', 'and', 'decide', 'they', 'be', 'fact']",0
"['must', 'suck', 'not', 'be', 'able', 'to', 'reach', 'your', 'own', 'potential', 'in', 'life', 'must', 'be', 'because', 'youre', 'woman']",1
"['why', 'do', 'we', 'stand', 'aside', 'when', 'vocal', 'minority', 'scream', 'we', 'have', 'more', 'right', 'than', 'woman']",0
"['do', 'you', 'realize', 'how', 'powerful', 'feminism', 'really', 'be']",0
"['have', 'you', 'ever', 'take', 'six', 'week', 'off', 'from', 'work', 'casually', 'decide', 'if', 'you', 'want', 'to', 'go', 'back', 'and', 'then', 'choose', 'to', 'work', 'part', 'time']",0
"['thanks', 'i', 'appreciate', 'that']",0
"['why', 'be', 'she', 'fire', 'do', 'you', 'know']",0
"['can', 'you', 'give', 'an', 'example']",0
"['there', 'be', 'literally', 'photo', 'evidence', 'above']",0
"['why', 'be', 'you', 'body', 'sham', 'her', 'for', 'have', 'man', 'hand']",0
"['who', 'would', 'that', 'be']",0
"['this', 'be', 'the', 'tag', 'founder']",0
"['can', 'she', 'explain', 'why', 'this', 'be', 'wrong']",0
"['im', 'look', 'for', 'them', 'there', 'be', 'lot', 'of', 'on', 'top', 'of', 'those', 'needle']",0
"['she', 'say', 'that', 'in', 'what', 'way']",0
"['i', 'didnt', 'realize', 'i', 'be', 'suppose', 'to', 'treat', 'you', 'a', 'child', 'whose', 'opinion', 'be', 'irrelevant', 'sorry', 'my', 'bad']",1
"['ill', 'take', 'any', 'screen', 'grab', 'you', 'have', 'thanks']",0
"['well', 'id', 'have', 'way', 'of', 'know', 'so', 'thats', 'bad', 'point']",0
"['that', 'be', 'in', 'reply', 'to', 'her']",0
"['shes', 'great']",0
"['so', 'that', 'be', 'the', 'root', 'cause', 'of', 'their', 'hypocrisy', 'you', 'have', 'swung']",0
"['can', 'you', 'explain', 'why', 'what', 'she', 'described', 'there', 'be', 'wrong']",0
"['i', 'meant', 'this', 'one', 'can', 'you', 'explain', 'why', 'it', 'wrong']",0
"['i', 'have', 'idea', 'what', 'she', 'say']",0
"['so', 'you', 'will', 'continue', 'to', 'oppose', 'equality', 'matter', 'the', 'logic']",0
"['i', 'like', 'multimedia', 'approach']",0
"['do', 'you', 'know', 'that', 'when', 'you', 'look', 'at', 'girl', 'you', 'rape', 'her']",1
"['pretzel', 'logic', 'be', 'understatement', 'her', 'logic', 'be', 'like', 'pretzel', 'be', 'beaten', 'and', 'toss', 'off', 'the', 'sears', 'tower', 'puddle', 'logic']",0
"['well', 'id', 'bet', 'on', 'the', 'latter']",0
"['so', 'issue', 'with', 'her', 'do', 'the', 'very', 'thing', 'she', 'decries', 'then']",0
"['i', 'realize', 'then', 'that', 'selfish', 'hypocrisy', 'be', 'the', 'crux', 'of', 'modern', 'feminism', 'not', 'equality']",1
"['i', 'know', 'little', 'more', 'than', 'i', 'just', 'told', 'you', 'i', 'just', 'thought', 'her', 'smile', 'face', 'of', 'hypocrisy', 'and', 'misandry', 'epitomize', 'modern', 'feminism']",1
"['im', 'block']",0
"['so', 'say', 'an', 'unthinking', 'pussy', 'yawn']",1
"['exactly', 'it', 'sexist', 'marketing', 'ploy']",0
"['define', 'force']",0
"['dont', 'know', 'her', 'sorry']",0
"['nope', 'im', 'go', 'to', 'have', 'to', 'disagree', 'with', 'him']",0
"['that', 'be', 'genuinely', 'interest', 'question', 'of', 'course', 'the', 'answer', 'be', 'predictable', 'and', 'boring']",0
"['i', 'saw', 'this', 'the', 'other', 'day', 'excellent']",0
"['to', 'an', 'exten', 'we', 'be', 'not', 'exactly', 'overwhelmed', 'with', 'great', 'option']",0
"['you', 'appear', 'to', 'have', 'common', 'sense', 'so', 'youd', 'be', 'totally', 'wrong']",0
"['so', 'be', 'the', 'answer', 'nothing']",0
"['none', 'of', 'these', 'thing', 'be', 'true', 'but', 'i', 'return', 'to', 'the', 'original', 'question', 'and', 'research', 'what', 'have', 'you', 'read']",0
"['one', 'say', 'she', 'should']",0
"['can', 'you', 'explain', 'why', 'that', 'would', 'be', 'sexist']",0
"['actually', 'she', 'an', 'economics', 'degree']",0
"['you', 'couldnt', 'design', 'much', 'poorer', 'set', 'of', 'incentive']",0
"['im', 'say', 'you', 'can', 'never', 'control', 'two', 'different', 'individual', 'to', 'be', 'the', 'same']",0
"['i', 'hate', 'when', 'u', 'open', 'the', 'door', 'for', 'hot', 'chick', 'and', 'then', 'her', 'ugly', 'friend', 'want', 'u', 'to', 'keep', 'it', 'open', 'for', 'her', 'bitch', 'open', 'it', 'yourself']",1
"['nothing', 'i', 'like', 'woman', 'in', 'pink', 'it', 'tipoff', 'that', 'they', 'dont', 'angrily', 'reject', 'femininity', 'like', 'well', 'you', 'know']",1
"['i', 'have', 'million', 'valid', 'argument', 'that', 'doesnt', 'change', 'reality']",0
"['get', 'ta', 'take', 'the', 'bad', 'with', 'the', 'good']",0
"['ill', 'be', 'honest', 'ive', 'never', 'heard', 'that', 'before']",0
"['sorry', 'to', 'hear', 'that', 'get', 'well', 'man']",0
"['thanks', 'for', 'head', 'up', 'i', 'watch', 'it', 'good', 'stuff']",0
"['nope', 'hence', 'the', 'two', 'different', 'term']",0
"['who', 'be', 'to', 'blame', 'for', 'that']",0
"['excuse', 'who', 'be', 'argue', 'that']",0
"['there', 'be', 'beef', 'here']",0
"['just', 'saw', 'her', 'work', 'from', 'few', 'day', 'ago', 'it', 'brilliant', 'we', 'need', 'fifty', 'more', 'like', 'it']",0
"['the', 'motive', 'doesnt', 'lessen', 'the', 'outcome']",0
"['then', 'i', 'have', 'idea']",0
"['you', 'could', 'think', 'of', 'the', 'bad', 'possible', 'idea', 'ever', 'and', 'it', 'still', 'wouldnt', 'be', 'a', 'bad', 'a', 'this', 'one']",0
"['she', 'be', 'already', 'link', 'she', 'doesnt', 'care']",0
"['it', 'seem', 'that', 'she', 'doesnt', 'care', 'about', 'fact']",0
"['that', 'girl', 'be', 'hideous', 'in', 'every', 'way']",1
"['i', 'appreciate', 'you', 'bring', 'good', 'content', 'to', 'though']",0
"['be', 'your', 'previous', 'praise', 'tactical', 'or', 'just', 'misplace']",0
"['be', 'the', 'fact', 'that', 'woman', 'be', 'ask', 'that', 'question', 'sexist']",0
"['if', 'you', 'dont', 'negotiate', 'good', 'salary', 'go', 'in', 'it', 'difficult', 'to', 'make', 'that', 'up', 'later']",0
"['and', 'that', 'prof', 'what']",0
"['this', 'be', 'disgust']",0
"['good', 'luck', 'to', 'you', 'with', 'that']",0
"['the', 'mine', 'be', 'place', 'for', 'woman', 'to', 'work', 'call', 'sexist', 'but', 'woman', 'a', 'rock', 'driller', 'be', 'not', 'practical']",1
"['im', 'sorry', 'but', 'i', 'dont', 'see', 'whats', 'hot', 'about', 'girl', 'who', 'eat', 'like', 'guy', 'call', 'sexist', 'but', 'i', 'like', 'girl', 'because', 'theyre', 'girl']",1
"['feminism', 'be', 'respectable', 'ideal', 'search', 'for', 'problem', 'be', 'not']",0
"['call', 'sexist', 'but', 'i', 'hate', 'female', 'receptionist', 'they', 'always', 'give', 'attitude', 'like', 'im', 'the', 'reason', 'their', 'boyfriend', 'broke', 'up', 'with', 'them']",1
"['seriously', 'if', 'youre', 'female', 'you', 'need', 'to', 'be', 'able', 'to', 'cook', 'it', 'in', 'your', 'dna']",1
"['i', 'just', 'think', 'men', 'be', 'well', 'comedian']",1
"['the', 'only', 'thing', 'woman', 'should', 'help', 'man', 'build', 'be', 'relationship']",1
"['woman', 'should', 'familiarise', 'themselves', 'with', 'the', 'pot', 'after', 'all', 'way', 'to', 'man', 'heart', 'be', 'through', 'the', 'stomach']",1
"['they', 'need', 'to', 'get', 'back', 'in', 'the', 'kitchen', 'if', 'you', 'ask']",1
"['it', 'seem', 'like', 'female', 'never', 'have', 'valid', 'opinion', 'when', 'it', 'come', 'to', 'sport']",1
"['some', 'girl', 'should', 'not', 'wear', 'any', 'type', 'of', 'tight', 'clothing']",1
"['i', 'believe', 'woman', 'have', 'tendency', 'to', 'be', 'more', 'impractical', 'than', 'men']",1
"['the', 'only', 'woman', 'i', 'can', 'take', 'serious', 'when', 'theyre', 'angry', 'be', 'my', 'mom', 'and', 'grandma']",1
"['there', 'be', 'chance', 'in', 'hell', 'im', 'let', 'girl', 'beat', 'at', 'anything', 'sorry']",1
"['never', 'ever', 'take', 'direction', 'from', 'woman']",1
"['the', 'people', 'at', 'work', 'be', 'childish', 'it', 'run', 'by', 'woman', 'and', 'when', 'woman', 'dont', 'agree', 'to', 'something', 'oh', 'man']",1
"['id', 'be', 'scar', 'to', 'have', 'woman', 'run', 'the', 'country', 'woman', 'be', 'too', 'nice']",1
"['there', 'be', 'double', 'standard', 'there', 'certain', 'rule', 'for', 'dude', 'and', 'there', 'certain', 'rule', 'for', 'female']",1
"['it', 'be', 'the', 'best', 'of', 'time', 'it', 'be', 'the', 'bad', 'of', 'time', 'but', 'she', 'have', 'amaze', 'tit', 'i', 'get', 'ta', 'say']",1
"['the', 'best', 'part', 'of', 'woman', 'body', 'be', 'their', 'hand', 'simply', 'because', 'they', 'can', 'make', 'sandwich', 'and', 'clean', 'shit', 'with', 'them']",1
"['i', 'must', 'admit', 'the', 'woman', 'belong', 'in', 'the', 'kitchen', 'joke', 'be', 'worth', 'chuckle']",1
"['woman', 'talk', 'three', 'time', 'more', 'than', 'men']",1
"['ill', 'probably', 'get', 'in', 'trouble', 'for', 'this', 'but', 'woman', 'werent', 'design', 'or', 'create', 'to', 'be', 'alone']",1
"['dont', 'treat', 'woman', 'like', 'an', 'object']",0
"['i', 'hope', 'single', 'broad', 'try', 'to', 'swerve', 'but', 'woman', 'ultimate', 'position', 'be', 'to', 'be', 'by', 'man']",1
"['every', 'girl', 'be', 'crazy', 'exception']",1
"['only', 'female', 'recognise', 'the', 'final', 'spin', 'on', 'wash', 'machine', 'full', 'of', 'clothes']",1
"['i', 'do', 'not', 'like', 'female', 'engineering', 'teacher']",1
"['i', 'cant', 'work', 'with', 'female', 'manager', 'at', 'the', 'same', 'time', 'anymore']",1
"['rape', 'culture', 'be', 'not', 'about', 'have', 'sense', 'of', 'humor', 'it', 'be', 'about', 'silence', 'sham', 'and', 'terrify', 'woman']",0
"['i', 'can', 'not', 'stand', 'woman', 'commentator']",1
"['im', 'get', 'little', 'tire', 'of', 'female', 'announcer']",1
"['i', 'just', 'feel', 'men', 'and', 'woman', 'have', 'their', 'appropriate', 'role', 'in', 'life']",1
"['lot', 'of', 'female', 'lack', 'true', 'logic', 'sometimes', 'lot', 'of', 'guy', 'be', 'just', 'dumb', 'though']",1
"['the', 'true', 'definition', 'of', 'goddess', 'be', 'good', 'housewife', 'and', 'mother', 'who', 'also', 'good', 'health', 'look', 'and', 'physique']",1
"['men', 'skill', 'set', 'and', 'ability', 'be', 'just', 'league', 'above', 'the', 'woman']",1
"['chick', 'just', 'arent', 'that', 'funny']",1
"['most', 'girl', 'dont', 'know', 'how', 'to', 'form', 'their', 'own', 'opinion']",1
"['i', 'dont', 'think', 'america', 'be', 'ready', 'for', 'female', 'president']",1
"['a', 'far', 'a', 'im', 'concerned', 'girl', 'who', 'argue', 'be', 'stupid']",1
"['girl', 'just', 'shouldnt', 'curse']",1
"['whatever', 'but', 'most', 'of', 'the', 'girl', 'ive', 'met', 'arent', 'cut', 'out', 'for', 'work', 'full', 'time']",1
"['ill', 'never', 'vote', 'for', 'woman', 'president', 'because', 'i', 'dont', 'think', 'any', 'woman', 'be', 'mentally', 'stable', 'enough']",1
"['we', 'all', 'get', 'bore', 'of', 'woman', 'they', 'stop', 'make', 'sense', 'after', 'sometime', 'especially', 'the', 'talk', 'part']",1
"['i', 'cant', 'stand', 'work', 'in', 'an', 'office', 'with', 'woman', 'who', 'gossip', 'the', 'entire', 'time']",1
"['maybe', 'so', 'but', 'im', 'still', 'right']",0
"['i', 'need', 'girl', 'thatll', 'iron', 'my', 'shirt', 'and', 'not', 'call', 'sexist']",1
"['men', 'be', 'far', 'more', 'civilise', 'during', 'these', 'debate', 'than', 'woman']",1
"['almost', 'purely', 'because', 'men', 'can', 'raise', 'their', 'voice', 'woman', 'just', 'end', 'up', 'scream']",1
"['men', 'have', 'discussion', 'woman', 'argue']",1
"['i', 'dont', 'think', 'men', 'and', 'woman', 'be', 'equal']",1
"['guy', 'teacher', 'be', 'by', 'far', 'well', 'than', 'teacher', 'that', 'be', 'girl']",1
"['back', 'then', 'men', 'be', 'in', 'charge', 'and', 'woman', 'be', 'obligate', 'to', 'them', 'today', 'woman', 'be', 'just', 'a', 'equal', 'and', 'even', 'well']",0
"['some', 'thing', 'shouldnt', 'be', 'say', 'by', 'female']",1
"['she', 'doesnt', 'care', 'what', 'you', 'think']",0
"['this', 'girl', 'across', 'from', 'jungle', 'on', 'each', 'leg', 'please', 'shave']",1
"['i', 'do', 'believe', 'that', 'woman', 'be', 'inferior', 'to', 'men']",1
"['if', 'woman', 'rule', 'the', 'world', 'there', 'would', 'be', 'war', 'at', 'all', 'just', 'bunch', 'of', 'country', 'that', 'wouldnt', 'talk', 'to', 'each', 'other']",1
"['you', 'dont', 'understand', 'my', 'intent']",0
"['how', 'be', 'girl', 'so', 'bad', 'at', 'math', 'when', 'they', 'know', 'so', 'much', 'about', 'hair', 'volume', 'and', 'the', 'volume', 'of', 'their', 'mascara']",1
"['typical', 'woman', 'stick', 'her', 'nose', 'where', 'she', 'shouldnt']",1
"['chick', 'shouldnt', 'be', 'able', 'to', 'say', 'im', 'on', 'my', 'period', 'i', 'dont', 'feel', 'good', 'and', 'not', 'have', 'to', 'work']",1
"['feminist', 'annoy', 'the', 'shit', 'out', 'of']",1
"['i', 'dont', 'like', 'deal', 'with', 'woman', 'when', 'there', 'be', 'business', 'to', 'do', 'they', 'be', 'too', 'emotional']",1
"['guy', 'be', 'well', 'than', 'woman', 'in', 'everything', 'it', 'not', 'sexist', 'but', 'it', 'just', 'because', 'we', 'be', 'competitive', 'a', 'hell']",1
"['again', 'and', 'again', 'i', 'be', 'remind', 'harshly', 'that', 'have', 'woman', 'bos', 'truly', 'suck']",1
"['im', 'not', 'sexist', 'but', 'on', 'my', 'life', 'there', 'gene', 'in', 'woman', 'that', 'block', 'their', 'rationality']",1
"['it', 'of', 'note', 'when', 'woman', 'surprise', 'with', 'her', 'competence']",1
"['everyone', 'and', 'their', 'mother', 'must', 'stop', 'act', 'like', 'men']",1
"['the', 'reason', 'liberal', 'woman', 'be', 'liberal', 'be', 'because', 'they', 'have', 'to', 'date', 'liberal', 'men']",1
"['lot', 'of', 'female', 'try', 'to', 'think', 'like', 'man', 'to', 'avoid', 'get', 'hurtplayed', 'instead', 'of', 'just', 'be', 'woman', 'take', 'chance', 'love', 'again']",1
"['insecure', 'feminist', 'create', 'day', 'without', 'woman']",1
"['what', 'will', 'we', 'do', 'without', 'feminist', 'everything']",1
"['nothing', 'like', 'fine', 'woman', 'with', 'pretty', 'foot', 'in', 'great', 'pair', 'of', 'shoe']",1
"['this', 'need', 'to', 'be', 'change', 'to', 'day', 'without', 'third', 'wave', 'feminist', 'real', 'woman', 'will', 'be', 'work']",1
"['conservative', 'and', 'intelligent', 'woman', 'do', 'not', 'take', 'the', 'day', 'off', 'on', 'day', 'without', 'woman']",1
"['youve', 'get', 'strong', 'grip', 'for', 'girl']",1
"['time', 'to', 'get', 'up', 'and', 'walk', 'like', 'man']",1
"['act', 'like', 'lady', 'and', 'think', 'like', 'man']",1
"['you', 'should', 'look', 'like', 'girl', 'act', 'like', 'lady', 'think', 'like', 'man', 'and', 'work', 'like', 'bos']",1
"['a', 'man', 'i', 'would', 'have', 'word', 'that', 'sentence', 'twice', 'a', 'good']",1
"['woman', 'be', 'meant', 'to', 'be', 'love', 'not', 'to', 'be', 'understood']",1
"['i', 'be', 'go', 'to', 'create', 'restaurant', 'call', 'sandwich', 'world', 'and', 'i', 'be', 'only', 'go', 'to', 'hire', 'woman']",1
"['act', 'like', 'lady', 'think', 'like', 'man']",1
"['it', 'impossible', 'for', 'girl', 'to', 'be', 'faithful']",1
"['cover', 'girl', 'be', 'well', 'than', 'cover', 'girl']",1
"['truly', 'day', 'without', 'woman', 'should', 'be', 'rename', 'day', 'without', 'cry', 'baby', 'feminist', 'respectable', 'lady', 'with', 'real', 'life', 'acknowledge', 'it']",1
"['do', 'u', 'know', 'abcdefg', 'mean', 'boy', 'can', 'do', 'everything', 'for', 'girl', 'the', 'reverse', 'gfedcba', 'mean', 'girl', 'forget', 'everything', 'do', 'and', 'catch', 'new', 'boy', 'again']",1
"['sorry', 'but', 'real', 'woman', 'show', 'up', 'for', 'their', 'commitment']",1
"['i', 'dont', 'care', 'how', 'hard', 'you', 'think', 'you', 'be', 'if', 'you', 'cant', 'act', 'like', 'man', 'one', 'will', 'respect', 'you']",1
"['lot', 'of', 'female', 'try', 'to', 'think', 'like', 'man', 'to', 'avoid', 'get', 'hurt', 'instead', 'of', 'just', 'be', 'woman', 'take', 'chance', 'love', 'again']",1
"['thats', 'your', 'right', 'to', 'of', 'course', 'i', 'think', 'she', 'promotes', 'hatred', 'towards', 'good', 'man', 'man', 'she', 'will', 'never', 'be', 'a', 'good', 'or', 'a', 'principled', 'a']",1
"['youre', 'not', 'cute', 'you', 'always', 'look', 'like', 'man', 'which', 'be', 'definitely', 'positive', 'aspect']",1
"['if', 'man', 'marries', 'good', 'woman', 'will', 'have', 'happy', 'life', 'a', 'long', 'a', 'himself', 'be', 'not', 'ambitious', 'and', 'be', 'quiet', 'and', 'obedient']",1
"['nothing', 'can', 'destroy', 'man', 'productivity', 'like', 'the', 'love', 'of', 'woman']",1
"['six', 'foot', 'two', 'inch', 'be', 'too', 'tall', 'for', 'girl', 'wow']",1
"['good', 'wife', 'know', 'it', 'doesnt', 'matter', 'who', 'do', 'managerial', 'job', 'a', 'long', 'a', 'it', 'the', 'best', 'man', 'for', 'the', 'job', 'iwd']",1
"['you', 'get', 'ta', 'act', 'like', 'woman', 'and', 'think', 'like', 'man']",1
"['when', 'girl', 'cry', 'for', 'guy', 'it', 'mean', 'she', 'really', 'miss', 'him', 'but', 'when', 'guy', 'cry', 'for', 'girl', 'nobody', 'can', 'love', 'that', 'girl', 'more', 'than', 'him']",1
"['woman', 'be', 'territorial', 'about', 'their', 'kitchen', 'it', 'kinda', 'like', 'man', 'and', 'his', 'garage']",1
"['youre', 'abnormally', 'tall', 'for', 'girl']",1
"['stop', 'call', 'yourselves', 'pretty', 'and', 'hot', 'youre', 'not', 'and', 'say', 'it', 'million', 'time', 'doesnt', 'make', 'you', 'either']",1
"['theyre', 'not', 'dumb', 'blonde', 'perhaps', 'they', 'just', 'have', 'delusion', 'of', 'adequacy']",1
"['stop', 'say', 'dumb', 'blonde', 'with', 'pretty', 'face', 'a', 'you', 'need', 'pretty', 'face', 'to', 'pull', 'that', 'off']",1
"['jus', 'go', 'to', 'say', 'it', 'again', 'dumb', 'bitch']",1
"['wait', 'that', 'back', 'shot', 'of', 'nikki', 'shes', 'wear', 'blue', 'knickers']",1
"['just', 'or', 'be', 'those', 'hot', 'blonde', 'not', 'at', 'all', 'hot', 'just', 'average']",1
"['who', 'be', 'responsible', 'for', 'convincing', 'these', 'girl', 'they', 'be', 'so', 'pretty']",1
"['the', 'girl', 'be', 'go', 'through', 'this', 'be', 'fuck', 'or', 'be', 'they', 'suck', 'colins', 'cock']",1
"['these', 'girl', 'be', 'pretty', 'awful']",1
"['if', 'i', 'have', 'to', 'watch', 'five', 'more', 'minute', 'of', 'these', 'stuck', 'up', 'idiotic', 'hooker', 'ill', 'neck', 'myself']",1
"['gosh', 'i', 'dislike', 'those', 'two', 'girl', 'they', 'just', 'arent', 'hot', 'either']",1
"['theyre', 'stay', 'just', 'so', 'that', 'the', 'producer', 'can', 'have', 'showdown', 'between', 'them', 'and', 'the', 'posh', 'bitch']",1
"['see', 'a', 'you', 'two', 'think', 'this', 'be', 'model', 'competition', 'i', 'give', 'you', 'two', 'score', 'of', 'negative', 'ten', 'for', 'your', 'look']",1
"['sassy', 'girl', 'you', 'arent', 'sassy', 'more', 'like', 'bitchy']",1
"['ive', 'finally', 'figure', 'out', 'what', 'she', 'model', 'camel', 'toe']",1
"['question', 'be', 'be', 'they', 'pretty']",1
"['youve', 'just', 'prove', 'that', 'you', 'be', 'two', 'blonde', 'with', 'fuck', 'up', 'face']",1
"['the', 'only', 'way', 'these', 'girl', 'be', 'stay', 'be', 'if', 'they', 'blow', 'every', 'bloke', 'in', 'the', 'room', 'so', 'theyre', 'still', 'in', 'with', 'shot']",1
"['seven', 'percent', 'of', 'all', 'hearing', 'loss', 'be', 'result', 'of', 'sit', 'in', 'restaurant', 'next', 'to', 'table', 'full', 'of', 'woman', 'who', 'just', 'receive', 'dessert']",1
"['word', 'processor', 'be', 'too', 'technical', 'for', 'the', 'skanky', 'hoe']",1
"['perhaps', 'if', 'the', 'girl', 'have', 'spent', 'less', 'time', 'look', 'in', 'and', 'kiss', 'mirror', 'and', 'more', 'time', 'in', 'preparation', 'for', 'the', 'meeting', 'theyd', 'be', 'well', 'off']",1
"['hope', 'the', 'blonde', 'cow', 'dont', 'make', 'it', 'through']",1
"['yeah', 'i', 'cant', 'see', 'her', 'sport', 'victoria', 'secret', 'wing', 'anytime', 'soon']",1
"['these', 'two', 'blonde', 'be', 'not', 'skinny', 'enough', 'to', 'be', 'model']",1
"['these', 'two', 'take', 'dumb', 'blonde', 'to', 'new', 'level']",1
"['girl', 'claim', 'theyre', 'hot', 'generally', 'have', 'an', 'overinflated', 'view', 'of', 'themselves']",1
"['annie', 'look', 'like', 'mouse']",1
"['youre', 'the', 'sort', 'of', 'bitch', 'that', 'really', 'make', 'the', 'show']",1
"['oh', 'my', 'god', 'the', 'slut', 'be', 'go', 'to', 'get', 'through']",1
"['i', 'think', 'it', 'be', 'nikki', 'and', 'katies', 'modesty', 'that', 'make', 'them', 'so', 'appeal']",1
"['so', 'those', 'blonde', 'chick', 'be', 'go', 'yay']",1
"['bless', 'them', 'they', 'still', 'think', 'they', 'be', 'hot']",1
"['that', 'face', 'she', 'just', 'pull', 'be', 'hideous']",1
"['im', 'go', 'to', 'gouge', 'my', 'eye', 'out', 'if', 'this', 'bitch', 'doesnt', 'get', 'off']",1
"['phoebe', 'change', 'your', 'face']",1
"['she', 'be', 'one', 'of', 'those', 'rare', 'piece', 'of', 'trash', 'that', 'get', 'even', 'uglier', 'when', 'she', 'smile']",1
"['victoria', 'to', 'be', 'the', 'big', 'bitch', 'around']",1
"['i', 'want', 'to', 'slap', 'that', 'stupid', 'smirk', 'off', 'her', 'face', 'what', 'horrible', 'cow']",1
"['i', 'actually', 'like', 'her', 'tonight', 'though', 'she', 'always', 'look', 'like', 'her', 'hair', 'be', 'pull', 'back', 'too', 'tight']",1
"['that', 'slap', 'would', 'be', 'your', 'thigh', 'a', 'you', 'walk', 'celine']",1
"['celina', 'be', 'an', 'elephant', 'and', 'her', 'people', 'have', 'finally', 'come']",1
"['can', 'someone', 'give', 'her', 'slap', 'across', 'the', 'head']",1
"['she', 'be', 'really', 'nasty', 'piece', 'of', 'work', 'to', 'be', 'honest']",1
"['all', 'she', 'need', 'now', 'be', 'witch', 'hat']",1
"['every', 'time', 'i', 'see', 'her', 'face', 'i', 'feel', 'like', 'puke']",1
"['not', 'true', 'feminism', 'be', 'also', 'about', 'get', 'free', 'stuff', 'and', 'use', 'benevolent', 'sexism', 'to', 'their', 'advantage']",1
"['those', 'woman', 'be', 'not', 'exploit', 'they', 'make', 'calculate', 'choice', 'to', 'use', 'sex', 'to', 'advance', 'career']",1
"['yeah', 'rape', 'culture', 'be', 'lie', 'so', 'true']",1
"['from', 'now', 'on', 'ill', 'use', 'little', 'girl', 'except', 'it', 'insult', 'preteen', 'female', 'compare', 'them', 'to', 'feminist']",1
"['feminist', 'think', 'hat', 'men', 'be', 'feminism']",1
"['son', 'be', 'at', 'much', 'great', 'risk', 'now', 'than', 'daughter', 'because', 'of', 'feminist', 'law']",1
"['she', 'be', 'fire', 'yet', 'male', 'writer', 'for', 'newspaper', 'usually', 'get', 'fire', 'for', 'much', 'less']",1
"['so', 'if', 'hit', 'her', 'in', 'the', 'same', 'way', 'for', 'what', 'she', 'be', 'wear', 'that', 'would', 'be', 'okay', 'too']",1
"['should', 'men', 'and', 'woman', 'have', 'equal', 'legal', 'right', 'definitely', 'not']",1
"['suck', 'at', 'math', 'and', 'logic', 'be', 'requirement', 'for', 'feminism']",1
"['you', 'seem', 'like', 'nice', 'girl', 'i', 'just', 'ask', 'that', 'u', 'dig', 'little', 'deeper', 'into', 'the', 'subject', 'matter']",1
"['might', 'need', 'some', 'lube', 'the', 'tip', 'be', 'wider', 'than', 'her', 'hip']",1
"['i', 'know', 'her', 'little', 'sister', 'be', 'severely', 'overvalue', 'herself', 'here']",1
"['if', 'dude', 'cry', 'because', 'of', 'girl', 'in', 'wedding', 'dress', 'then', 'vagina']",1
"['ive', 'see', 'some', 'really', 'dumb', 'girl', 'which', 'lend', 'credibility', 'to', 'the', 'argument']",1
"['pack', 'of', 'girl', 'skateboard', 'might', 'just', 'be', 'the', 'weird', 'thing', 'ive', 'ever', 'see']",1
"['i', 'actually', 'prefer', 'have', 'guy', 'in', 'charge', 'the', 'atmosphere', 'be', 'definitely', 'more', 'laid', 'back', 'and', 'fun', 'woman', 'be', 'just', 'so', 'serious']",1
"['woman', 'cant', 'play', 'football']",1
"['dont', 'ever', 'let', 'woman', 'drive', 'theyll', 'break', 'your', 'arm']",1
"['i', 'usually', 'walk', 'away', 'when', 'woman', 'sport', 'announcer', 'be', 'on', 'sportscenter']",1
"['dear', 'woman', 'nag', 'do', 'not', 'work']",1
"['come', 'on', 'let', 'be', 'real', 'and', 'agree', 'that', 'men', 'be', 'superior']",1
